DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e0|DDI-DrugBank.d105.s0.e1|null|h1_lemma=increase|h2_lemma=aggregation|h1_tag=VB|h2_tag=NN|path=anticoagulant>compound>compound>conj>nmod
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e2|DDI-DrugBank.d367.s9.e4|null|h1_lemma=anti-inflammatory|h2_lemma=acetaminophen|h1_tag=JJ|h2_tag=NN|path=acetaminophen>conj
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e2|DDI-DrugBank.d367.s9.e5|null|h1_lemma=anti-inflammatory|h2_lemma=None|h1_tag=JJ|h2_tag=None|path=None
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e2|DDI-DrugBank.d367.s9.e6|null|h1_lemma=anti-inflammatory|h2_lemma=indomethacin|h1_tag=JJ|h2_tag=NN|path=acetaminophen>compound>dep
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e2|DDI-DrugBank.d367.s9.e7|null|h1_lemma=anti-inflammatory|h2_lemma=acetaminophen|h1_tag=JJ|h2_tag=NN|path=acetaminophen>dep
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e3|DDI-DrugBank.d367.s9.e4|null|h1_lemma=acetaminophen|h2_lemma=acetaminophen|h1_tag=NN|h2_tag=NN|path=conj<acetaminophen>conj
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e3|DDI-DrugBank.d367.s9.e5|null|h1_lemma=acetaminophen|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e3|DDI-DrugBank.d367.s9.e6|null|h1_lemma=acetaminophen|h2_lemma=indomethacin|h1_tag=NN|h2_tag=NN|path=conj<acetaminophen>compound>dep
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e3|DDI-DrugBank.d367.s9.e7|null|h1_lemma=acetaminophen|h2_lemma=acetaminophen|h1_tag=NN|h2_tag=NN|path=conj<acetaminophen>dep
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e4|DDI-DrugBank.d367.s9.e5|null|h1_lemma=acetaminophen|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e4|DDI-DrugBank.d367.s9.e6|null|h1_lemma=acetaminophen|h2_lemma=indomethacin|h1_tag=NN|h2_tag=NN|path=conj<acetaminophen>compound>dep
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e4|DDI-DrugBank.d367.s9.e7|null|h1_lemma=acetaminophen|h2_lemma=acetaminophen|h1_tag=NN|h2_tag=NN|path=conj<acetaminophen>dep
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e5|DDI-DrugBank.d367.s9.e6|null|h1_lemma=None|h2_lemma=indomethacin|h1_tag=None|h2_tag=NN|path=None
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e5|DDI-DrugBank.d367.s9.e7|null|h1_lemma=None|h2_lemma=acetaminophen|h1_tag=None|h2_tag=NN|path=None
DDI-DrugBank.d367.s9|DDI-DrugBank.d367.s9.e6|DDI-DrugBank.d367.s9.e7|null|h1_lemma=indomethacin|h2_lemma=acetaminophen|h1_tag=NN|h2_tag=NN|path=compound<indomethacin
DDI-DrugBank.d367.s11|DDI-DrugBank.d367.s11.e0|DDI-DrugBank.d367.s11.e1|null|h1_lemma=None|h2_lemma=antibiotic|h1_tag=TOP|h2_tag=NNS|path=antibiotic>dep
DDI-DrugBank.d367.s11|DDI-DrugBank.d367.s11.e0|DDI-DrugBank.d367.s11.e2|null|h1_lemma=None|h2_lemma=erythromycin|h1_tag=TOP|h2_tag=NN|path=antibiotic>conj>dep
DDI-DrugBank.d367.s11|DDI-DrugBank.d367.s11.e0|DDI-DrugBank.d367.s11.e3|null|h1_lemma=None|h2_lemma=erythromycin|h1_tag=TOP|h2_tag=NN|path=antibiotic>conj>dep
DDI-DrugBank.d367.s11|DDI-DrugBank.d367.s11.e0|DDI-DrugBank.d367.s11.e4|null|h1_lemma=None|h2_lemma=erythromycin|h1_tag=TOP|h2_tag=NN|path=antibiotic>dep>dep
DDI-DrugBank.d367.s11|DDI-DrugBank.d367.s11.e1|DDI-DrugBank.d367.s11.e2|null|h1_lemma=antibiotic|h2_lemma=erythromycin|h1_tag=NNS|h2_tag=NN|path=erythromycin>conj
DDI-DrugBank.d367.s11|DDI-DrugBank.d367.s11.e1|DDI-DrugBank.d367.s11.e3|null|h1_lemma=antibiotic|h2_lemma=erythromycin|h1_tag=NNS|h2_tag=NN|path=erythromycin>conj
DDI-DrugBank.d367.s11|DDI-DrugBank.d367.s11.e1|DDI-DrugBank.d367.s11.e4|null|h1_lemma=antibiotic|h2_lemma=erythromycin|h1_tag=NNS|h2_tag=NN|path=erythromycin>dep
DDI-DrugBank.d367.s11|DDI-DrugBank.d367.s11.e2|DDI-DrugBank.d367.s11.e3|null|h1_lemma=erythromycin|h2_lemma=erythromycin|h1_tag=NN|h2_tag=NN|path=conj<erythromycin>conj
DDI-DrugBank.d367.s11|DDI-DrugBank.d367.s11.e2|DDI-DrugBank.d367.s11.e4|null|h1_lemma=erythromycin|h2_lemma=erythromycin|h1_tag=NN|h2_tag=NN|path=conj<erythromycin>dep
DDI-DrugBank.d367.s11|DDI-DrugBank.d367.s11.e3|DDI-DrugBank.d367.s11.e4|null|h1_lemma=erythromycin|h2_lemma=erythromycin|h1_tag=NN|h2_tag=NN|path=conj<erythromycin>dep
DDI-DrugBank.d367.s13|DDI-DrugBank.d367.s13.e0|DDI-DrugBank.d367.s13.e1|null|h1_lemma=None|h2_lemma=antihistamine|h1_tag=TOP|h2_tag=NNS|path=antihistamine>appos
DDI-DrugBank.d367.s15|DDI-DrugBank.d367.s15.e0|DDI-DrugBank.d367.s15.e1|null|h1_lemma=agent|h2_lemma=atenolol|h1_tag=NNS|h2_tag=NN|path=atenolol>appos
DDI-DrugBank.d367.s15|DDI-DrugBank.d367.s15.e0|DDI-DrugBank.d367.s15.e2|null|h1_lemma=agent|h2_lemma=atenolol|h1_tag=NNS|h2_tag=NN|path=atenolol>appos
DDI-DrugBank.d367.s15|DDI-DrugBank.d367.s15.e1|DDI-DrugBank.d367.s15.e2|null|h1_lemma=atenolol|h2_lemma=atenolol|h1_tag=NN|h2_tag=NN|path=appos<atenolol>appos
DDI-DrugBank.d367.s23|DDI-DrugBank.d367.s23.e0|DDI-DrugBank.d367.s23.e1|null|h1_lemma=None|h2_lemma=sedative|h1_tag=TOP|h2_tag=NNS|path=sedative>conj
DDI-DrugBank.d367.s23|DDI-DrugBank.d367.s23.e0|DDI-DrugBank.d367.s23.e2|null|h1_lemma=None|h2_lemma=sedative|h1_tag=TOP|h2_tag=NNS|path=sedative>appos
DDI-DrugBank.d367.s23|DDI-DrugBank.d367.s23.e1|DDI-DrugBank.d367.s23.e2|null|h1_lemma=sedative|h2_lemma=sedative|h1_tag=NNS|h2_tag=NNS|path=conj<sedative>appos
DDI-DrugBank.d759.s0|DDI-DrugBank.d759.s0.e0|DDI-DrugBank.d759.s0.e1|mechanism|h1_lemma=acid|h2_lemma=action|h1_tag=NN|h2_tag=NN|path=amod<nsubj<influence>nmod>nmod>obj
DDI-DrugBank.d317.s4|DDI-DrugBank.d317.s4.e0|DDI-DrugBank.d317.s4.e1|null|h1_lemma=xa|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d317.s5|DDI-DrugBank.d317.s5.e0|DDI-DrugBank.d317.s5.e1|null|h1_lemma=level|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d317.s13|DDI-DrugBank.d317.s13.e0|DDI-DrugBank.d317.s13.e1|null|h1_lemma=lead|h2_lemma=None|h1_tag=VBG|h2_tag=None|path=None
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e0|DDI-DrugBank.d213.s0.e1|null|h1_lemma=decrease|h2_lemma=excess|h1_tag=VB|h2_tag=NN|path=iodine>compound>conj
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e0|DDI-DrugBank.d213.s0.e2|effect|h1_lemma=decrease|h2_lemma=effect|h1_tag=VB|h2_tag=NN|path=nsubj<decrease>nmod>obj|lemmainbetween=decrease
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e0|DDI-DrugBank.d213.s0.e3|null|h1_lemma=decrease|h2_lemma=None|h1_tag=VB|h2_tag=None|path=None
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e0|DDI-DrugBank.d213.s0.e4|null|h1_lemma=decrease|h2_lemma=None|h1_tag=VB|h2_tag=None|path=None
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e1|DDI-DrugBank.d213.s0.e2|null|h1_lemma=excess|h2_lemma=effect|h1_tag=NN|h2_tag=NN|path=compound<conj<nsubj<decrease>nmod>obj|lemmainbetween=decrease
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e1|DDI-DrugBank.d213.s0.e3|null|h1_lemma=excess|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e1|DDI-DrugBank.d213.s0.e4|null|h1_lemma=excess|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e2|DDI-DrugBank.d213.s0.e3|null|h1_lemma=effect|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e2|DDI-DrugBank.d213.s0.e4|null|h1_lemma=effect|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e3|DDI-DrugBank.d213.s0.e4|effect|h1_lemma=None|h2_lemma=None|h1_tag=None|h2_tag=None|path=None
DDI-DrugBank.d213.s1|DDI-DrugBank.d213.s1.e0|DDI-DrugBank.d213.s1.e1|null|h1_lemma=concentration|h2_lemma=digoxin|h1_tag=NN|h2_tag=NN|path=digoxin>conj
DDI-DrugBank.d213.s1|DDI-DrugBank.d213.s1.e0|DDI-DrugBank.d213.s1.e2|mechanism|h1_lemma=concentration|h2_lemma=agent|h1_tag=NN|h2_tag=NNS|path=nmod<nsubj<increase>amod>obj>advcl|lemmainbetween=increase
DDI-DrugBank.d213.s1|DDI-DrugBank.d213.s1.e1|DDI-DrugBank.d213.s1.e2|mechanism|h1_lemma=digoxin|h2_lemma=agent|h1_tag=NN|h2_tag=NNS|path=conj<nmod<nsubj<increase>amod>obj>advcl|lemmainbetween=increase
DDI-DrugBank.d213.s3|DDI-DrugBank.d213.s3.e0|DDI-DrugBank.d213.s3.e1|effect|h1_lemma=agent|h2_lemma=iodide|h1_tag=NNS|h2_tag=NN|path=amod<nsubj<decrease>compound>compound>nmod>obj|lemmainbetween=decrease
DDI-DrugBank.d213.s3|DDI-DrugBank.d213.s3.e0|DDI-DrugBank.d213.s3.e2|null|h1_lemma=agent|h2_lemma=withdrawal|h1_tag=NNS|h2_tag=NN|path=amod<nsubj<decrease>nmod>obl>dep|lemmainbetween=decrease
DDI-DrugBank.d213.s3|DDI-DrugBank.d213.s3.e1|DDI-DrugBank.d213.s3.e2|null|h1_lemma=iodide|h2_lemma=withdrawal|h1_tag=NN|h2_tag=NN|path=compound<compound<nmod<obj<decrease>nmod>obl>dep|lemmainbetween=decrease
DDI-MedLine.d74.s2|DDI-MedLine.d74.s2.e0|DDI-MedLine.d74.s2.e1|null|h1_lemma=combination|h2_lemma=pancreas|h1_tag=NNS|h2_tag=NNS|path=nmod<nmod<nmod<pancreas>conj
DDI-MedLine.d74.s2|DDI-MedLine.d74.s2.e0|DDI-MedLine.d74.s2.e2|null|h1_lemma=combination|h2_lemma=pancreas|h1_tag=NNS|h2_tag=NNS|path=nmod<nmod<nmod<pancreas>conj
DDI-MedLine.d74.s2|DDI-MedLine.d74.s2.e1|DDI-MedLine.d74.s2.e2|null|h1_lemma=pancreas|h2_lemma=pancreas|h1_tag=NNS|h2_tag=NNS|path=conj<pancreas>conj
DDI-MedLine.d74.s4|DDI-MedLine.d74.s4.e0|DDI-MedLine.d74.s4.e1|null|h1_lemma=cause|h2_lemma=presence|h1_tag=VBD|h2_tag=NN|path=glucose>nmod>conj
DDI-MedLine.d74.s5|DDI-MedLine.d74.s5.e0|DDI-MedLine.d74.s5.e1|null|h1_lemma=cause|h2_lemma=presence|h1_tag=VBD|h2_tag=NN|path=nsubj<cause>nmod>obl
DDI-MedLine.d74.s5|DDI-MedLine.d74.s5.e0|DDI-MedLine.d74.s5.e2|null|h1_lemma=cause|h2_lemma=glucose|h1_tag=VBD|h2_tag=NN|path=nsubj<cause>conj>nmod>obl
DDI-MedLine.d74.s5|DDI-MedLine.d74.s5.e1|DDI-MedLine.d74.s5.e2|null|h1_lemma=presence|h2_lemma=glucose|h1_tag=NN|h2_tag=NN|path=glucose>conj
DDI-MedLine.d74.s6|DDI-MedLine.d74.s6.e0|DDI-MedLine.d74.s6.e1|null|h1_lemma=cause|h2_lemma=absence|h1_tag=VBD|h2_tag=NN|path=nsubj<cause>nmod>obl
DDI-MedLine.d74.s6|DDI-MedLine.d74.s6.e0|DDI-MedLine.d74.s6.e2|null|h1_lemma=cause|h2_lemma=glucose|h1_tag=VBD|h2_tag=NN|path=nsubj<cause>conj>nmod>obl
DDI-MedLine.d74.s6|DDI-MedLine.d74.s6.e1|DDI-MedLine.d74.s6.e2|null|h1_lemma=absence|h2_lemma=glucose|h1_tag=NN|h2_tag=NN|path=glucose>conj
DDI-MedLine.d74.s11|DDI-MedLine.d74.s11.e0|DDI-MedLine.d74.s11.e1|null|h1_lemma=respond|h2_lemma=insensitive|h1_tag=VBP|h2_tag=JJ|path=obl<respond>obl>conj
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e0|DDI-DrugBank.d104.s0.e1|effect|h1_lemma=increase|h2_lemma=drug|h1_tag=VB|h2_tag=NNS|path=nsubj<increase>amod>nmod>obj|lemmainbetween=increase
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e0|DDI-DrugBank.d104.s0.e2|effect|h1_lemma=increase|h2_lemma=drug|h1_tag=VB|h2_tag=NNS|path=nsubj<increase>appos>nmod>obj|lemmainbetween=increase
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e0|DDI-DrugBank.d104.s0.e3|effect|h1_lemma=increase|h2_lemma=guanethidine|h1_tag=VB|h2_tag=NN|path=nsubj<increase>conj>appos>nmod>obj|lemmainbetween=increase
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e0|DDI-DrugBank.d104.s0.e4|effect|h1_lemma=increase|h2_lemma=guanethidine|h1_tag=VB|h2_tag=NN|path=nsubj<increase>conj>appos>nmod>obj|lemmainbetween=increase
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e1|DDI-DrugBank.d104.s0.e2|null|h1_lemma=drug|h2_lemma=drug|h1_tag=NNS|h2_tag=NNS|path=amod<drug>appos
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e1|DDI-DrugBank.d104.s0.e3|null|h1_lemma=drug|h2_lemma=guanethidine|h1_tag=NNS|h2_tag=NN|path=amod<drug>conj>appos
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e1|DDI-DrugBank.d104.s0.e4|null|h1_lemma=drug|h2_lemma=guanethidine|h1_tag=NNS|h2_tag=NN|path=amod<drug>conj>appos
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e2|DDI-DrugBank.d104.s0.e3|null|h1_lemma=drug|h2_lemma=guanethidine|h1_tag=NNS|h2_tag=NN|path=guanethidine>conj
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e2|DDI-DrugBank.d104.s0.e4|null|h1_lemma=drug|h2_lemma=guanethidine|h1_tag=NNS|h2_tag=NN|path=guanethidine>conj
DDI-DrugBank.d104.s0|DDI-DrugBank.d104.s0.e3|DDI-DrugBank.d104.s0.e4|null|h1_lemma=guanethidine|h2_lemma=guanethidine|h1_tag=NN|h2_tag=NN|path=conj<guanethidine>conj
DDI-DrugBank.d104.s1|DDI-DrugBank.d104.s1.e0|DDI-DrugBank.d104.s1.e1|advise|h1_lemma=depressant|h2_lemma=take|h1_tag=NN|h2_tag=VBG|path=compound<compound<nsubj:pass<use>obj>acl>obl
DDI-DrugBank.d658.s0|DDI-DrugBank.d658.s0.e0|DDI-DrugBank.d658.s0.e1|effect|h1_lemma=increase|h2_lemma=effect|h1_tag=VB|h2_tag=NNS|path=nsubj<increase>nmod>obj|lemmainbetween=increase
DDI-MedLine.d44.s2|DDI-MedLine.d44.s2.e0|DDI-MedLine.d44.s2.e1|null|h1_lemma=effect|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-MedLine.d44.s6|DDI-MedLine.d44.s6.e0|DDI-MedLine.d44.s6.e1|effect|h1_lemma=elicit|h2_lemma=None|h1_tag=VBD|h2_tag=None|path=None
DDI-DrugBank.d489.s0|DDI-DrugBank.d489.s0.e0|DDI-DrugBank.d489.s0.e1|null|h1_lemma=coadminister|h2_lemma=pharmacokinetic|h1_tag=VBN|h2_tag=NNS|path=obl<coadminister>dep>obj>conj|lemmainbetween=coadminister
DDI-DrugBank.d489.s0|DDI-DrugBank.d489.s0.e0|DDI-DrugBank.d489.s0.e2|null|h1_lemma=coadminister|h2_lemma=cimetidine|h1_tag=VBN|h2_tag=NN|path=obl<coadminister>conj>dep>obj>conj|lemmainbetween=coadminister
DDI-DrugBank.d489.s0|DDI-DrugBank.d489.s0.e0|DDI-DrugBank.d489.s0.e3|null|h1_lemma=coadminister|h2_lemma=cimetidine|h1_tag=VBN|h2_tag=NN|path=obl<coadminister>conj>dep>obj>conj|lemmainbetween=coadminister
DDI-DrugBank.d489.s0|DDI-DrugBank.d489.s0.e0|DDI-DrugBank.d489.s0.e4|null|h1_lemma=coadminister|h2_lemma=cimetidine|h1_tag=VBN|h2_tag=NN|path=obl<coadminister>conj>dep>obj>conj|lemmainbetween=coadminister
DDI-DrugBank.d489.s0|DDI-DrugBank.d489.s0.e1|DDI-DrugBank.d489.s0.e2|null|h1_lemma=pharmacokinetic|h2_lemma=cimetidine|h1_tag=NNS|h2_tag=NN|path=cimetidine>conj
DDI-DrugBank.d489.s0|DDI-DrugBank.d489.s0.e1|DDI-DrugBank.d489.s0.e3|null|h1_lemma=pharmacokinetic|h2_lemma=cimetidine|h1_tag=NNS|h2_tag=NN|path=cimetidine>conj
DDI-DrugBank.d489.s0|DDI-DrugBank.d489.s0.e1|DDI-DrugBank.d489.s0.e4|null|h1_lemma=pharmacokinetic|h2_lemma=cimetidine|h1_tag=NNS|h2_tag=NN|path=cimetidine>conj
DDI-DrugBank.d489.s0|DDI-DrugBank.d489.s0.e2|DDI-DrugBank.d489.s0.e3|null|h1_lemma=cimetidine|h2_lemma=cimetidine|h1_tag=NN|h2_tag=NN|path=conj<cimetidine>conj
DDI-DrugBank.d489.s0|DDI-DrugBank.d489.s0.e2|DDI-DrugBank.d489.s0.e4|null|h1_lemma=cimetidine|h2_lemma=cimetidine|h1_tag=NN|h2_tag=NN|path=conj<cimetidine>conj
DDI-DrugBank.d489.s0|DDI-DrugBank.d489.s0.e3|DDI-DrugBank.d489.s0.e4|null|h1_lemma=cimetidine|h2_lemma=cimetidine|h1_tag=NN|h2_tag=NN|path=conj<cimetidine>conj
DDI-DrugBank.d489.s1|DDI-DrugBank.d489.s1.e0|DDI-DrugBank.d489.s1.e1|null|h1_lemma=administration|h2_lemma=warfarin|h1_tag=NN|h2_tag=NN|path=nmod<administration>amod>nmod
DDI-DrugBank.d489.s1|DDI-DrugBank.d489.s1.e0|DDI-DrugBank.d489.s1.e2|null|h1_lemma=administration|h2_lemma=administration|h1_tag=NN|h2_tag=NN|path=nmod<administration>nmod
DDI-DrugBank.d489.s1|DDI-DrugBank.d489.s1.e0|DDI-DrugBank.d489.s1.e3|null|h1_lemma=administration|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d489.s1|DDI-DrugBank.d489.s1.e1|DDI-DrugBank.d489.s1.e2|null|h1_lemma=warfarin|h2_lemma=administration|h1_tag=NN|h2_tag=NN|path=amod<warfarin
DDI-DrugBank.d489.s1|DDI-DrugBank.d489.s1.e1|DDI-DrugBank.d489.s1.e3|null|h1_lemma=warfarin|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d489.s1|DDI-DrugBank.d489.s1.e2|DDI-DrugBank.d489.s1.e3|null|h1_lemma=administration|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d489.s2|DDI-DrugBank.d489.s2.e0|DDI-DrugBank.d489.s2.e1|effect|h1_lemma=drug|h2_lemma=block|h1_tag=NNS|h2_tag=VBG|path=appos<nsubj<have>obl>amod>advcl
DDI-DrugBank.d489.s4|DDI-DrugBank.d489.s4.e0|DDI-DrugBank.d489.s4.e1|advise|h1_lemma=blocker|h2_lemma=patient|h1_tag=NNS|h2_tag=NNS|path=compound<obj<acl<patient>conj
DDI-DrugBank.d489.s4|DDI-DrugBank.d489.s4.e0|DDI-DrugBank.d489.s4.e2|null|h1_lemma=blocker|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d489.s4|DDI-DrugBank.d489.s4.e0|DDI-DrugBank.d489.s4.e3|null|h1_lemma=blocker|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d489.s4|DDI-DrugBank.d489.s4.e1|DDI-DrugBank.d489.s4.e2|null|h1_lemma=patient|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d489.s4|DDI-DrugBank.d489.s4.e1|DDI-DrugBank.d489.s4.e3|null|h1_lemma=patient|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d489.s4|DDI-DrugBank.d489.s4.e2|DDI-DrugBank.d489.s4.e3|advise|h1_lemma=None|h2_lemma=None|h1_tag=None|h2_tag=None|path=None
DDI-DrugBank.d489.s5|DDI-DrugBank.d489.s5.e0|DDI-DrugBank.d489.s5.e1|advise|h1_lemma=antagonist|h2_lemma=adrenergic|h1_tag=NNS|h2_tag=JJ|path=compound<nsubj:pass<use>obl:npmod>amod>obl
DDI-DrugBank.d489.s6|DDI-DrugBank.d489.s6.e0|DDI-DrugBank.d489.s6.e1|effect|h1_lemma=adrenergic|h2_lemma=antagonist|h1_tag=JJ|h2_tag=NN|path=obl:npmod<amod<obj<acl<obl<report>compound>nsubj:pass>advcl
DDI-DrugBank.d489.s7|DDI-DrugBank.d489.s7.e0|DDI-DrugBank.d489.s7.e1|null|h1_lemma=antagonist|h2_lemma=derivative|h1_tag=NN|h2_tag=NN|path=compound<nsubj<derivative>compound
DDI-DrugBank.d489.s7|DDI-DrugBank.d489.s7.e0|DDI-DrugBank.d489.s7.e2|null|h1_lemma=antagonist|h2_lemma=derivative|h1_tag=NN|h2_tag=NN|path=compound<nsubj<derivative>obl
DDI-DrugBank.d489.s7|DDI-DrugBank.d489.s7.e0|DDI-DrugBank.d489.s7.e3|null|h1_lemma=antagonist|h2_lemma=occur|h1_tag=NN|h2_tag=VB|path=compound<nsubj<derivative>obl>xcomp>advcl
DDI-DrugBank.d489.s7|DDI-DrugBank.d489.s7.e0|DDI-DrugBank.d489.s7.e4|null|h1_lemma=antagonist|h2_lemma=verapamil|h1_tag=NN|h2_tag=NN|path=compound<nsubj<derivative>conj>obl>xcomp>advcl
DDI-DrugBank.d489.s7|DDI-DrugBank.d489.s7.e1|DDI-DrugBank.d489.s7.e2|null|h1_lemma=derivative|h2_lemma=derivative|h1_tag=NN|h2_tag=NN|path=compound<derivative>obl
DDI-DrugBank.d489.s7|DDI-DrugBank.d489.s7.e1|DDI-DrugBank.d489.s7.e3|null|h1_lemma=derivative|h2_lemma=occur|h1_tag=NN|h2_tag=VB|path=compound<derivative>obl>xcomp>advcl
DDI-DrugBank.d489.s7|DDI-DrugBank.d489.s7.e1|DDI-DrugBank.d489.s7.e4|null|h1_lemma=derivative|h2_lemma=verapamil|h1_tag=NN|h2_tag=NN|path=compound<derivative>conj>obl>xcomp>advcl
DDI-DrugBank.d489.s7|DDI-DrugBank.d489.s7.e2|DDI-DrugBank.d489.s7.e3|null|h1_lemma=derivative|h2_lemma=occur|h1_tag=NN|h2_tag=VB|path=obl<derivative>obl>xcomp>advcl
DDI-DrugBank.d489.s7|DDI-DrugBank.d489.s7.e2|DDI-DrugBank.d489.s7.e4|null|h1_lemma=derivative|h2_lemma=verapamil|h1_tag=NN|h2_tag=NN|path=obl<derivative>conj>obl>xcomp>advcl
DDI-DrugBank.d489.s7|DDI-DrugBank.d489.s7.e3|DDI-DrugBank.d489.s7.e4|null|h1_lemma=occur|h2_lemma=verapamil|h1_tag=VB|h2_tag=NN|path=verapamil>conj
DDI-DrugBank.d489.s8|DDI-DrugBank.d489.s8.e0|DDI-DrugBank.d489.s8.e1|effect|h1_lemma=blocker|h2_lemma=refractory|h1_tag=NNS|h2_tag=JJ|path=compound<nmod<nsubj<refractory>obl
DDI-DrugBank.d489.s8|DDI-DrugBank.d489.s8.e0|DDI-DrugBank.d489.s8.e2|null|h1_lemma=blocker|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d489.s8|DDI-DrugBank.d489.s8.e1|DDI-DrugBank.d489.s8.e2|null|h1_lemma=refractory|h2_lemma=None|h1_tag=JJ|h2_tag=None|path=None
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e1|null|h1_lemma=describe|h2_lemma=type|h1_tag=VBN|h2_tag=NN|path=hypoglycemic>compound>compound>conj
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e2|null|h1_lemma=describe|h2_lemma=hypoglycemic|h1_tag=VBN|h2_tag=NNS|path=hypoglycemic>conj
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e3|null|h1_lemma=describe|h2_lemma=hypoglycemic|h1_tag=VBN|h2_tag=NNS|path=hypoglycemic>conj
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e4|null|h1_lemma=describe|h2_lemma=hypoglycemic|h1_tag=VBN|h2_tag=NNS|path=hypoglycemic>conj
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e5|null|h1_lemma=describe|h2_lemma=hypoglycemic|h1_tag=VBN|h2_tag=NNS|path=hypoglycemic>conj
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e6|null|h1_lemma=describe|h2_lemma=hypoglycemic|h1_tag=VBN|h2_tag=NNS|path=hypoglycemic>conj
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e7|null|h1_lemma=describe|h2_lemma=hypoglycemic|h1_tag=VBN|h2_tag=NNS|path=hypoglycemic>conj
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e8|null|h1_lemma=describe|h2_lemma=hypoglycemic|h1_tag=VBN|h2_tag=NNS|path=hypoglycemic>conj
DDI-DrugBank.d776.s2|DDI-DrugBank.d776.s2.e0|DDI-DrugBank.d776.s2.e9|null|h1_lemma=describe|h2_lemma=hypoglycemic|h1_tag=VBN|h2_tag=NNS|path=hypoglycemic>conj
